IDENTIFIER	HIERARCHIE	TITEL
ID-1379	"Rekurse Abgrenzung Berggebiet
 - Fürsorge, Bergbauernhilfe
 - Allg. Förderung und allg. Schutzmassnahmen
 - Landwirtschaft
 - Generalsekretariat des eidgenössischen Volkswirtschaftsdepartements: Zentrale Ablage (1956-1994)"	<n>Opedu Daso</n>, Wangs + Mitunterzeichner
ID-1832	"Dienst für Beschwerden an den Bundesrat
 - Bundesamt für  Zentrale Ablage (1984-)"	Consiglio di Stato del Ticino c. EVED betr. Nationalstrassenführung. Weiterleitung an EVED am <wd>30.8.1989</wd> (BESW)
ID-2728	"Medical examination files
 - Nuclear Claims Tribunal of the Republic of the Marshall Islands: Records of the Office of Medical Diagnostics"	<n>Toric, Cure</n>
ID-779	"  K 157000 - 157999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Alutipi, Perel</n> . <d>28.01.1961</d>
ID-1361	"   |   Cas particuliers
 - Fürsorgerische Unterstützungen   |   Assistance et secours à des particuliers
 - Fürsorge und Unterstützung   |   Assistance et Prévoyance
 - Sozialversicherung, Fürsorge und Stipendien   |   Sécurité sociale, Assistance et Prévoyance, Bourses d'études et d'apprentissage
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, München: Zentrale Ablage (1966-)"	<n>Uripuw Foo, Tuwufo</n> (geb. <d>15.05.1985</d> in München)
ID-2263	"Rekurse (nach  und Laufnummer)
 - Rekurskommission für Heilmittel: Zentrale Ablage (2002-2006)"	Prof. <n>Gagefemi, Aliso</n>, <j>Ecibop Cay, S.A.</j>
ID-31	"
 -  Schätzungskommission 8. Kreis: Zentrale Ablage"	Grundeigentümer im Raum Gränichen, gegen den Staat Aargau, betr. Eigentrassierung der <j>Émov GmbH</j> und Teilausbau Wyna Teil 1
ID-2177	"Droit pénale, procédure pénale
 - Droit publique de la Suisse
 - Droit
 - Schweizerische Vertretung, Rom: Zentrale Ablage (1966-)"	<n>IOCUB, Mirifi</n>
ID-1811	"Krankenkassen, Unfall- und Invalidenversicherung (n. Nr.)
 - Rekurse, Beschwerden, Rechtsfragen (n. Nr.)
 - Bundesamt für Sozialversicherung (BSV)
 - Geschäfte des eidgenössischen Departements des Innern (
 - Generalsekretariat des eidgenössischen Departements des Innern: Zentrale Ablage (1993-)"	<j>Gadaf et Widari</j>, Pully: Recours contre la décision du <wd>8.11.00</wd> de l'Institution commune LAMal concernant le intérêts rémunératoires de la compensation des risques <wd>1998</wd>
ID-1510	"Immatrikulationsdossiers   |   Dossiers d'immatriculation
 - Immatrikulation   |   Immatriculation
 - Immatrikulation, Passwesen, Militärangelegenheiten   |   Immatriculation, Passeport, Affaires militaires
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Karachi: Zentrale Ablage (1966-2018)"	<n>Voebée, Canim</n>, <d>29.06.1990</d> / diverses recherches, affaires financières au Pakistan
ID-755	"Versichertendossiers Familienname D
 - Versichertendossiers A-Z
 - Bundesamt für Militärversicherung:  Militärversicherung und Renten (1979-2005)"	<n>Pavegar, Corab</n>, <a>297.27.900</a>
ID-2296	"Immatrikulationsdossiers   |   Dossiers d'immatriculation
 - Immatrikulation   |   Immatriculation
 - Immatrikulation, Passwesen, Militärangelegenheiten   |   Immatriculation, Passeport, Affaires militaires
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Pretoria: Zentrale Ablage (1966- )"	<n>Memeg, Oepag</n>, geb. <d>15.08.2007</d> (Adoption)
ID-2503	"Dossier N 65000 - 65999
 - Niederlassungsangelegenheiten von Ausländern, Aus- und Wegweisungen, Ausweisschriften für Flüchtlinge, Internierungen
 - Polizeiabteilung: Personenregistratur (1901-1979)"	<n>OMEOSED, Ovomew</n> . <d>1979</d>
ID-562	" Benutzer N
 -  Benützer (LfNr) / Standort der Akten: B 51
 - Benutzung 
 - Vermittlung, Benutzung, Auswertung
 - Schweizerisches Bundesarchiv: Zentrale Ablage (1996-2007)"	Naturmuseum, Frauenfeld
ID-2676	"  K 265000 - 265999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Tedisi Hiyiri, Oomo</n> . <d>05.04.1998</d>
ID-1575	"Immatriculations
 - Gestion administrative
 - Schweizerische Vertretung, Brüssel: Zentrale Ablage (1849-1965)"	<n>OBAFEB, Abigo</n>, <d>1968</d>. Adoption
ID-2225	"Unterstellungspflicht abklären
 - Überwachung / Vollstreckung
 -  Bankenkommission: Zentrale Ablage (2004-2008)"	Anfrage betr. Unterstellungspflicht von RA <j>Uefa Assurances</j>: "Internet-Goldhandel"
ID-777	"Allgemeines
 - Gefährliche Güter
 - Sicherheit
 - Bundesamt für Verkehr: Zentrale Ablage (1996-2003)"	154.3 Beschwerde der <j>Wuhe Assurances</j> betreffend Transport von Benzin, Kerosin und Methanol in Reisezügen auf Berninalinie
ID-617	"Verwaltungsstrafverfahren
 - Finanzmarktrecht
 - Recht
 -  Finanzverwaltung: Zentrale Ablage (2004-2011)"	Contre les responsables de <j>To & Satariw</j> en liq., Dénonciation pénale à cause d'une activité de négociant sans autorisation et d'une utilisation du terme "Banque" sans autorisation 2005/5
ID-973	"Allgemeines   |   Généralités
 - Heirat (Verkündigung und Trauung)   |   Mariage (publication et célébration)
 - Familienrechtsangelegenheiten   |   Affaires de droit de la famille
 - Bürgerrechts- und Zivilrechtsangelegenheiten   |   Affaires de droit de cité et de droit civil
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Bukarest: Zentrale Ablage (1966- )"	<n>Idatab, Oleci</n>, <d>18.04.2020</d>
ID-1186	"Ordipro Nr. 220'000 - 229'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>Siyil Morelo</n>, <d>10.04.2013</d>, (Ordipro Nr. <a>481.69-234</a>)
ID-439	"Neue Fälle
 - Kriegsgewinnsteuer
 - Steuergesetzgeberische Vorarbeiten für Kriegs- und Krisenzeiten
 - Direktion
 -  Steuerverwaltung: Direktion (1918-)"	Fallnummer 17532: <j>Mâyop und Bodu</j>, Tuileries-Briqueteries, Corcelles-près-Payerne
ID-2589	" Benutzer U
 -  Benützer (LfNr) / Standort der Akten: B 51
 - Benutzung 
 - Vermittlung, Benutzung, Auswertung
 - Schweizerisches Bundesarchiv: Zentrale Ablage (1996-2007)"	<n>MATIPA, K.</n>
ID-2081	"Ablage Rechtsdienst: Komplette Dossiers Beschwerde Fälle / Bundesgerichtsfälle (Nummerierung: z.B. 035.1-0005=Dossier Nr. 5)
 - Vollzugsfragen Raumplanungsrecht (Kopien Beschwerden an BR = 1.5; Kopien BG = 1.8; Komplette Dossiers Beschwerde-Fälle/Bundesgerichts-Fälle; s. Ablage Rechtsdienst, gem. sep. Verzeichnis. (Nummerierungsbereich 035.1-0001 bis 035-0999 und ab 035-2000)
 - Boden- / Raumplanungsrecht (siehe auch Arbeitsgruppen, Kommissionen, Projekte Pos. 071 / 072)
 - Organisation
 - Bundesamt für Raumplanung: Zentrale Ablage (1985-2000)"	BGE <wd>25.7.1990</wd>, Regierungsrat des Kantons Aargau, AG, Schlossrued
ID-2195	"Cas particuliers
 - Créances et recouvrements
 - Protection de droits
 - Protection des intérêts suisses
 - Schweizerische Vertretung, Riad: Zentrale Ablage (1983- )"	Cas particuliers: Mr. <n>Dehamet Efadib, Nuwat</n>
ID-2027	"Besoldungen Chefbeamte. individ. Fälle Dep.: .1 B&G/.2  /.3  .4      PTT/SBB
 - Besoldungen Chefbeamte
 - Beamtengesetz
 - Personalamt allgemein
 -  Finanzdepartement
 - Bundesversammlung: Finanzkommissionen und Finanzdelegation (1903-1993)"	614.132.2  Nomination de M. <n>GARU, Fodoh</n> comme Ambassadeur à Genève
ID-398	"Immatrikulationsdossiers
 - Immatrikulation
 - Immatrikulation, Passwesen, Militärangelegenheiten
 - Konsularisches
 - Schweizerische Vertretung, Brüssel: Zentrale Ablage (1966-)"	<n>MEGACULA, Nuhun</n>, <d>14.07.1970</d>, Libération de la nationalité suisse
ID-647	"Rückzüge
 -  direkt unterstellte Finanzintermediäre
 - Direkt unterstellten Finanzintermediäre
 - Aufsicht
 - Kontrollstelle für die Bekämpfung der Geldwäscherei: Zentrale Ablage (1998-2008)"	<j>Nece Usigu, AG</j> (121.236)
ID-711	"  K 132000 - 132999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>URUMÈH, Sosiv</n>, <d>23.05.2014</d>
ID-1055	"Der Bundesanwaltschaft unterstellt / Allgemeines
 - Politisch Verdächtige / Allgemeines
 - Ausländische  Asylanten
 - 
 - Bundesanwaltschaft: Polizeidienst (1960-1999)"	Politisch Verdächtige / <n>BUWU, F.</n>, <d>10.04.1980</d> / (1179:0)710/238
ID-412	"Schweizer  ""A-Z""
 -  und Korrespondenten
 - Presse
 - Kontrolle und Massnahmen gegen Presse, Radio, Filme und andere Veröffentlichungen
 - Bundesverfassung
 - Organisation und Geschäftsführung der Bundesbehörden
 - Innere Politik und Verwaltung
 - Politische Direktion: Zentrale Ablage (1982-2000)"	<n>Uripuw Foo, Tuwufo</n>,Redaktor
ID-1483	"Rekurse (nach Laufnummer und 
 -  Rekurskommission für Zivilschutzangelegenheiten: Zentrale Ablage  (1963-2006)"	Geschwister <n>Ginefutodoc, Nusi</n>
ID-138	" Straffälle
 - 
 - 
 -  und Ausfuhrregelungen
 - Warenverkehr
 - Beziehungen zu einzelnen Staaten
 - Bundesamt für Aussenwirtschaft: Zentrale Ablage (1994-1999)"	YU: <j>Elocân Coyiwa, Sàrl</j>, Givisiez CH-FR
ID-157	"Demandes de dommages-intérêts à la Confédération
 - Divers
 - Organisation de l'administration des douanes
 - Zollkreisdirektion, Genf: Zentrale Ablage (1960-1995)"	Office de poste, St. Gallen : Demande de dommages-intérêts pour M. <n>UWEWIHU, Giluh</n>, St-Gallen, statuettes abîmées.
ID-995	"  K 148000 - 148999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>MOF, Hona</n> . <d>20.12.1967</d>
ID-482	"Durch Unfall verunglückte Schweizer im Ausland
 - 
 - Rechtsschutz für Leib und Leben
 - Schweizer und schweizerische Interessen im Ausland
 - Auswärtige Politik
 - Politische Direktion: Zentrale Ablage (1973-1981)"	<n>Evaheruciw Ufunä Uhopo</n>, <d>19.09.1984</d>
ID-4	"Verwaltungsgerichtsbeschwerden
 - Beschwerden / Direkte Bundessteuer
 -  Wehrsteuer
 -  Steuerverwaltung: Wehropfer und Wehrsteuer (1918-1994)"	Amministrazione cant. IDN, Ticino c/Camera di diritto tributario del Tribunale di Appello TI i. S. <n>Uripuw Foo, Tuwufo</n>, Locarno
ID-696	"Ordipro Nr. 120'000 - 129'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>YIPA, J.</n>, <d>12.10.2002</d>, (Ordipro Nr. <a>769.17.890</a>)
ID-1288	"Verschiedenes
 - Wildhaber Luzius (1937-)"	Einsichtsgesuch <n>Toruli-Febahol, Vufac</n> in seine Staatsschutzakte
ID-689	"Strafverfolgung von Schweizern für gewöhnliche Delikte von der Schweiz aus
 - Strafverfolgung für gewöhnliche Delikte
 - Rechtsschutz für Leib und Leben
 - Schweizer und schweizerische Interessen im Ausland
 - Auswärtige Politik
 - Politische Direktion: Zentrale Ablage (1973-1981)"	<n>Iyigu Teupol</n>, <d>10.10.1989</d>, Feldkirch (Auslieferung)
ID-2649	"Divisionsgericht 9B
 -  Territorialgericht 3 A, Dienst- Offiziere der Militärjustiz, nach Anfall
 - Oberauditorat:  (1992- 2003)"	<n>NÙCIHECEB, Abit</n>, Matr.-Nr. <a>390.29.293</a>, geb. <d>23.10.1988</d>
ID-2276	"Rechtsauskünfte
 - Rechtliche Angelegenheiten
 - Schweizerische Vertretung, Amsterdam: Zentrale Ablage (1929-1965)"	3.  Adoptionen: <n>ONORU, Genâ</n>,Ehepaar
ID-2414	"Divisionsgericht 4
 -  Territorialgericht 3 A, Dienst- Offiziere der Militärjustiz, nach Anfall
 - Oberauditorat:  (1992- 2003)"	<n>Abolugut Otäco Yautï</n>, <d>14.03.2020</d>: Nichteinrücken
ID-299	"Rechtshilfegesuche Laufnummern 75000 - 79999
 - Rechtshilfegesuche (nach Laufnummer)
 - Bundesamt für  Fachbereich Internationale Rechtshilfe, Personendossiers (IRH)"	<j>Dr. Icäwâ, S.A.</j> Luzern, weitere
ID-235	"Divisionsgericht 3
 -  Territorialgericht 3 A, Dienst- Offiziere der Militärjustiz, nach Anfall
 - Oberauditorat:  (1992- 2003)"	<n>Utumägotu Döbif Yula</n>, Matr. Nr. <a>793.91.45</a>, geb. <d>27.12.1983</d>
ID-2109	"Beschwerden, Aufsichtseingaben
 - Bundesversammlung: Geschäftsprüfungskommissionen (1969-1994)"	<n>GARU, Fodoh</n> gegen das EJPD i.S. Asylentscheid
ID-1654	"Tribunal militaire 2
 - Oberauditorat:  (2004- 2017)"	<n>OMAHIMUDO, Öbér</n>, <d>23.09.1988</d>; Nichteinrücken: Défaut à l'ER art 30-3 du <wd>01.11.2004</wd> au <wd>20.02.2005</wd> à Frauenfeld
ID-1909	"Inspections d'agents de l'administration centrale de la Confédération
 - Inspections
 - Inspections, plaintes
 - Administration
 - Schweizerische Vertretung, Casablanca: Zentrale Ablage (1966-2003)"	Rapport d'Inspection; <n>Yey Ligâs Fodoh</n>; du <wd>23 au 31 janvier 1973</wd>
ID-26	"Ordipro Nr. 130'000 - 139'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>MIPUFE, Owolif</n>, <d>13.09.2017</d>, (Ordipro Nr. <a>272.34.455</a>)
ID-485	"Immatrikulationsdossiers   -   Dossiers d'immatriculation
 - Immatrikulation   -   Immatriculation
 - Immatrikulation, Passwesen, Militärangelegenheiten   -   Immatriculation, Passeport, Affaires militaires
 - Konsularisches   -   Affaires consulaires
 - Schweizerische Vertretung, Nantes: Zentrale Ablage (1966-)"	<n>Toruli-Febahol, Vufac</n>, <d>30.09.2015</d>, Nachlass
ID-2538	"Versichertendossiers Familienname K
 - Versichertendossiers A-Z
 - Bundesamt für Militärversicherung:  Militärversicherung und Renten (1979-2005)"	<n>Avayaneb, Tefel</n>, <a>523.41.1000</a>
ID-1862	" (bilaterale und multilaterale  ""A-Z""
 -  (sämtliche Kandidaturen) ""A-Z""
 - 
 - 
 - Direktion für  und humanitäre Hilfe: Zentrale Ablage (1979-1995)"	<n>Wucireno Arutu, Atiwi</n>
ID-1124	"1910-1919
 - Schweizerische Vertretung, Paris: Repertorium (1798-1939)"	<n>OLASIB, Opedu</n>
ID-1520	"Vaterschaft, Vormundschaft, Adoption, Legitimation
 - Bürgerrecht, Zivilstand, Nationalitätsfragen
 - Schweizerische Vertretung, Freiburg im Breisgau: Zentrale Ablage  (1933-1950)"	Adoption <n>Mucew Otepici</n>
ID-236	"Strafverfahren  K.S., R.S.
 - Verfahren im Zusammenhang mit der PUK 
 - Parlamentarische Untersuchungskommissionen (PUK)
 - Generalsekretariat des eidgenössischen  und Polizeidepartements: Projektorganisation BASIS (1993-1998)"	Strafverfahren <n>Gagefemi, Aliso</n>
ID-1087	"Handel & Wirtschaft
 - Privatbereich
 -  Datenschutz und Öffentlichkeitsbeauftragter: zentrale Ablage (2006-)"	Aktionen gegen <j>Igipe Aya, S.A.</j> bis zum Inkrafttreten des Bundesgesetzes gegen den unlauteren Wettbewerb (UWG) [Ab: <wd>24.05.2005</wd>]
ID-839	"  nach Laufnummer
 - Bundesamt für Zuwanderung, Integration und Auswanderung: Teilregistratur  (2004)"	<n>UPEREMIVUUF, Yevel</n> . <d>03.12.2008</d>
ID-1215	"Korrespondenzen in Sachen Beschwerden die nicht vom  erarbeitet werden
 - Allgemeines
 - Recht (Geschäfte der Rechtsabteilung GS)
 - Generalsekretariat des eidgenössischen Departements für Umwelt, Verkehr,  und Kommunikation: Zentrale Ablage (1998-)"	Verwaltungsgerichtsbeschwerdeverfahren <n>URACU, Wimah</n>, Küttingen (Baubewilligung); Beseitigung Parabolantenne
ID-495	"Immatrikulationen
 - Geschäftsführung
 - Archivakten der Schweizerischen Delegation in Berlin, Registraturperiode 1949-1954 (Ablieferung 1000/650 und 1969/100)
 - Schweizerische Vertretung, Berlin West: Schweizerische Heimschaffungsdelegation (1945-1949) und Schweizerische Delegation (1949-1973)"	<n>PIFENI, Ador</n>, <d>30.06.2015</d> (Infos zu Adoption)
ID-1392	"Allgemeines
 - Anstände mit schweizerischen Zollbehörden
 - Zollbehandlung der Kuriere und des Kuriergepäcks
 - Zollbehandlung des diplomatischen Personals
 - Immunitätsfragen
 - Fremde Gesandtschaften
 - Gesandschaften, Konsulate und andere Institutionen
 - Auswärtige Politik
 - Politische Direktion: Zentrale Ablage (1982-2000)"	<n>FERAVUCI, Iduco</n>, äthiopischer Aussenminister und andere höhere äthiop. Persönlichkeiten
ID-2800	" 45001-50000 - Rekursnummer 45001-50000
 - Beschwerdeakten,  - Dossiers de recours, cas particuliers
 -  Rekurskommission der Alters-, Hinterlassenen- und Invalidenversicherung für die im Ausland wohnenden Personen: Zentrale Ablage (1971-2006)"	<n>Bewiniheg, Ubewe</n>
ID-2760	"  K 324000 - 324999
 -   nach Laufnummer
 - Bundesamt für Ausländerfragen: Personenregistratur (1979-2003)"	<n>OGA, Rewim</n> . <d>1967</d>
ID-392	"Flugunfälle mit Schlussbericht
 - Büro für Flugunfalluntersuchungen: Zentrale Ablage (1960-2011)"	N96070, <n>Ebutaey, Oomo</n>, <wd>16.7.1981</wd>, Flugfeld Wangen-Lachen, 1981/19
ID-1779	"Invalidenrenten, Art. 40 - 47
 - Invalidenrente, Allgemeines
 - Umfang der Versicherung
 - Militärversicherungsgesetz
 - Bundesamt für Militärversicherung: Zentrale Ablage (1982-1994)"	Brief des <j>Oerub Spa, S.A.</j>) an Bundesrat <n>OMAHIMUDO, Öbér</n>, Teuerungsausgleich MV Rente
ID-2261	"Personelles Festungswachtkorps, Zivilpersonal, Hilfskräfte
 - Gesetze, Verordnungen, Vorschriften
 - Personalangelegenheiten
 - Bundesamt für Genie und Festungen: Zentrale Ablage (1979-1995)"	<n>Efelo Egumiv</n>, <d>05.07.2007</d>
ID-849	"Ordipro Nr. 340'000 - 349'999
 - Ständige Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>WUTUNOMON, Uhima</n>, <d>26.05.1964</d>, (Ordipro Nr. <a>576.24.550</a>)
ID-2182	"Dienst für Beschwerden an den Bundesrat
 - Bundesamt für  Zentrale Ablage (1984-)"	Beschwerde <j>Dr. Lo</j> gegen EDI betr. Beitragsbewilligung Gesamtrestaurierung Beinhaus und Oelbergkapelle. BRB <wd>4.11.1987</wd> Abweisung (BESW)
ID-669	"  K 319000 - 319999
 -   nach Laufnummer
 - Bundesamt für Ausländerfragen: Personenregistratur (1979-2003)"	<n>Fsiyi Yevèr Cigodi</n> . <d>03.01.2021</d>
ID-2775	" A
 - 
 - Piloten und anderes Flugpersonal
 - Luftfahrtpersonal
 - Bundesamt für Zivilluftfahrt: Zentrale Ablage (1979- 2004)"	<n>Ugomida Hona Hilus</n>, <d>13.01.1993</d>
ID-2255	"Abkommandierungen nach Italien, Malta
 - Abkommandierungen und Besuche ins Ausland, Allgemeines
 - Missionen, Allgemeines
 - Nachrichten- und Sicherheitsdienst
 - Front, Operationen
 - Stab der Gruppe für Generalstabsdienste: Zentrale Ablage (1964-1995)"	Major <n>WOFÂHOD, Waecu</n>; AFUS in Bracciano
ID-1358	"Uebrige Beschwerden
 - Beschwerde an den Bundesrat
 - Reglemente /  / Besoldungen / Geschäftsberichte / Beschwerden
 - Bundesrat
 - Bundesrat und Bundesverwaltung
 - Bundesbehörden
 -  Finanzverwaltung: Zentrale Ablage (1989-2004)"	Beschwerde gegen den Entscheid des Regierungsrates des Kantons Bern vom <wd>9. August 1995</wd> (Geschwindigkeitsbeschränkungen auf den Nationalstrassen N1, N6 und N12 sowie auf der kantonalen Autobahn T10 in der Region Bern). Anträge des EFD vom <wd>6.3.1997</wd>
ID-1508	"Immatrikulationsdossiers   |   Dossiers d'immatriculation
 - Immatrikulation   |   Immatriculation
 - Immatrikulation, Passwesen, Militärangelegenheiten   |   Immatriculation, Passeport, Affaires militaires
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Mexico City: Zentrale Ablage (1966- )"	<n>Wofel Hiyano, Ehewul</n>, <d>30.01.1993</d> Schönheitskönigin Mexico <wd>1960</wd>
ID-2143	"Rekurse (nach Laufnummern)
 - Rekurskommissionen des eidgenössischen Volkswirtschaftsdepartements und für Wettbewerbsfragen: Rekurse (1994- 2006)"	Office fédéral de l'agriculture
